CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
12827003,08/27/2020 11:25:14 AM,08/28/2020 08:23:00 AM,08/28/2020 08:23:00 AM,Closed,Case Resolved - Encampment was removed,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,"356 HOWARD ST, SAN FRANCISCO, CA, 94105",HOWARD ST,6,South of Market,SOUTHERN,37.789492278595,-122.394952195303,"(37.78949228, -122.3949522)",Mobile/Open311,http://mobile311.sfgov.org/reports/12827003/photos,32,1,10,8,9,12,2,28855,2,6,6,,32,,10,,,,,3,,1,,,,,32
12827004,08/27/2020 11:25:00 AM,08/28/2020 08:48:00 AM,08/28/2020 08:48:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"701 43RD AVE, SAN FRANCISCO, CA, 94121",43RD AVE,1,Outer Richmond,RICHMOND,37.775311432814,-122.503833957131,"(37.77531143, -122.50383396)",Mobile/Open311,http://mobile311.sfgov.org/reports/12827004/photos,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,1,,,,,8
12827051,08/27/2020 11:32:00 AM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,Case Resolved - 8.28.2020 Submitted to Call Log (ML) -,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,customer_callback,bsm - customer_callback,"539 LOS PALMOS DR, SAN FRANCISCO, CA, 94127",LOS PALMOS DR,7,Sherwood Forest,INGLESIDE,37.733901977539,-122.453765869141,"(37.73390198, -122.45376587)",Phone,,117,9,8,41,4,9,4,59,7,40,40,,117,,8,,,,,,,1,,,,,117
12639440,07/12/2020 08:04:00 AM,07/15/2020 04:03:09 PM,07/15/2020 04:03:09 PM,Closed,"Case Resolved - 05/11/2020: Thank you for your report. During the Shelter-in-Place, Graffiti Inspection Requests on Private Property are not considered an essential function. As a result, we will defer this inspection until the Shelter-in-Place has been lifted. Thank you for your understanding and your partnership in keeping San Francisco clean and beautiful. Please take care during this public health emergency. MY",DPW Ops Queue,Graffiti,Graffiti on Street,Street - Not_Offensive,"142 MIDCREST WAY, SAN FRANCISCO, CA, 94131",MIDCREST WAY,7,Midtown Terrace,PARK,37.7491566,-122.4483068,"(37.7491566, -122.4483068)",Mobile/Open311,http://mobile311.sfgov.org/reports/12639440/photos,48,7,8,38,4,1,8,63,5,38,38,,48,,8,,,,,,,1,,,,,48
12639437,07/12/2020 08:03:00 AM,07/15/2020 12:21:55 PM,07/15/2020 12:21:55 PM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Street,Street - Not_Offensive,"251 GLENVIEW DR, SAN FRANCISCO, CA, 94131",GLENVIEW DR,8,Midtown Terrace,PARK,37.7487802,-122.4461127,"(37.7487802, -122.4461127)",Mobile/Open311,http://mobile311.sfgov.org/reports/12639437/photos,48,7,8,38,4,1,8,63,5,38,38,,48,,8,,,,,,,1,,,,,48
13004837,10/09/2020 05:23:00 PM,10/12/2020 05:05:27 AM,10/12/2020 05:05:27 AM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"1410 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,2,Cathedral Hill,NORTHERN,37.7875438,-122.4236785,"(37.7875438, -122.4236785)",Web,,100,4,6,39,1,13,6,28858,9,41,41,,100,,6,,,,,,,1,,,,,100
11870527,12/28/2019 01:46:09 PM,12/28/2019 02:53:09 PM,12/28/2019 02:53:09 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of 21ST ST and FOLSOM ST,21ST ST,9,Mission,MISSION,37.75724024109,-122.414447605894,"(37.75724024, -122.41444761)",Mobile/Open311,http://mobile311.sfgov.org/reports/11870527/photos,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
11843751,12/20/2019 03:43:00 PM,12/30/2019 10:00:41 PM,12/30/2019 10:00:41 PM,Closed,Case Resolved - Closed: No response from PG & E- GRAFFITI in 1 month,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"8 NEWMAN ST, SAN FRANCISCO, CA, 94110",NEWMAN ST,9,Holly Park,INGLESIDE,37.73772833,-122.4189,"(37.73772833, -122.4189)",Mobile/Open311,http://mobile311.sfgov.org/reports/11843751/photos,61,9,2,2,7,2,4,28859,7,2,2,,61,,2,,,,,,,1,,,,,61
11870523,12/28/2019 01:44:41 PM,05/15/2020 11:36:44 AM,05/15/2020 11:36:44 AM,Closed,Case Resolved - case is resolved,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,"2827 MARIPOSA ST, SAN FRANCISCO, CA, 94110",MARIPOSA ST,9,Mission,MISSION,37.763012,-122.411521,"(37.763012, -122.411521)",Mobile/Open311,http://mobile311.sfgov.org/reports/11870523/photos,53,3,2,20,7,8,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
12827117,08/27/2020 11:44:33 AM,08/28/2020 10:24:25 PM,08/28/2020 10:24:25 PM,Closed,Case Resolved - the tree is upright  swaying in wind will help it build good taper,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of JESSIE ST and 10TH ST,JESSIE ST,6,South of Market,TENDERLOIN,37.77567293,-122.41643921,"(37.77567293, -122.41643921)",Mobile/Open311,http://mobile311.sfgov.org/reports/12827117/photos,32,5,10,34,9,8,2,28853,2,34,34,,32,1,10,,,1,,7,1,2,1,1,,,32
13004895,10/09/2020 05:37:00 PM,10/12/2020 10:27:26 AM,10/12/2020 10:27:26 AM,Closed,Case Resolved - Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of 20TH ST and HAMPSHIRE ST,20TH ST,10,Mission,MISSION,37.759304046631,-122.407943725586,"(37.75930405, -122.40794373)",Twitter,https://imgur.com/a/rFe58uL,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
13004995,10/09/2020 06:11:00 PM,10/12/2020 12:51:00 PM,10/12/2020 12:51:00 PM,Closed,Case Resolved,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"360 HYDE ST, SAN FRANCISCO, CA, 94109",HYDE ST,6,Tenderloin,TENDERLOIN,37.78427509,-122.41589606,"(37.78427509, -122.41589606)",Mobile/Open311,,20,5,10,36,9,7,10,28858,10,36,36,17,20,,10,18,,,18,6,1,2,1,,,,20
12189329,03/08/2020 01:17:00 PM,04/11/2020 08:23:26 AM,04/11/2020 08:23:26 AM,Closed,Agencies responded to request and no encampment in area. Area verified clean.,Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"930 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,6,South of Market,SOUTHERN,37.774185047096,-122.415314220603,"(37.77418505, -122.41531422)",Mobile/Open311,,32,1,10,34,9,8,2,28853,2,34,34,,32,1,10,,,1,,,1,2,1,1,,,32
13005000,10/09/2020 06:13:00 PM,10/12/2020 01:55:35 PM,10/12/2020 01:55:35 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"6222 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Bret Harte,BAYVIEW,37.722045898438,-122.396018981934,"(37.7220459, -122.39601898)",Phone,,88,2,9,1,8,10,3,58,3,1,1,,88,,9,,,,,,,2,,,,,88
12639672,07/12/2020 09:31:00 AM,07/15/2020 09:09:20 AM,07/15/2020 09:09:20 AM,Closed,"Case Resolved
We pick up all garbage",RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Jefferson Square, , SAN FRANCISCO, CA, 94102",Jefferson Square,6,Cathedral Hill,NORTHERN,37.782240281281,-122.425332278655,"(37.78224028, -122.42533228)",Mobile/Open311,,100,4,11,39,11,7,6,28852,9,41,41,,100,,11,,,,,,,2,,,,,100
12639653,07/12/2020 09:23:00 AM,07/15/2020 12:27:45 PM,07/15/2020 12:27:45 PM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on City_receptacle,City_receptacle - Not_Offensive,"136 GUERRERO ST, SAN FRANCISCO, CA, 94103",GUERRERO ST,8,Mission Dolores,MISSION,37.768996938874,-122.424545544297,"(37.76899694, -122.42454554)",Mobile/Open311,http://mobile311.sfgov.org/reports/12639653/photos,37,3,5,20,5,8,7,28853,4,19,19,,37,,5,,,,,,,2,,,,,37
12179143,03/05/2020 04:05:00 PM,04/15/2020 08:25:06 PM,04/15/2020 08:25:06 PM,Closed,Area Cleared,Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"2159 POST ST, SAN FRANCISCO, CA, 94115",POST ST,5,Lower Pacific Heights,NORTHERN,37.784562405621,-122.437282226573,"(37.78456241, -122.43728223)",Mobile/Open311,http://mobile311.sfgov.org/reports/12179143/photos,103,4,11,15,11,13,9,29490,6,13,13,,103,,11,,,,,,,2,,,,,103
12639567,07/12/2020 08:57:00 AM,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,Closed,Case Resolved - 07.15.20:  Condition found. AA -,DPW BSM Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"1348 15TH AVE, SAN FRANCISCO, CA, 94122",15TH AVE,5,Inner Sunset,TARAVAL,37.762872470965,-122.47267854615,"(37.76287247, -122.47267855)",Mobile/Open311,http://mobile311.sfgov.org/reports/12639567/photos,109,10,11,14,11,1,5,56,8,12,12,,109,,11,,,,,,,1,,,,,109
12827230,08/27/2020 12:06:18 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,Case Resolved - Duplicate of RFA 21430968 -,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"1360 JONES ST, SAN FRANCISCO, CA, 94109",JONES ST,3,Nob Hill,CENTRAL,37.793960217035,-122.414549991308,"(37.79396022, -122.41454999)",Mobile/Open311,http://mobile311.sfgov.org/reports/12827230/photos,16,6,3,21,10,5,1,28857,1,21,21,,16,,3,,,,,,,1,,,,,16
12827259,08/27/2020 12:12:00 PM,08/28/2020 08:23:00 AM,08/28/2020 08:23:00 AM,Closed,Case Transferred - Area was cleaned around the encampment; referred to the Police Dept,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,"2079 15TH ST, SAN FRANCISCO, CA, 94114",15TH ST,8,Mission Dolores,MISSION,37.765892028809,-122.430274963379,"(37.76589203, -122.43027496)",Phone,,37,3,5,5,5,8,7,28862,4,3,3,,37,,5,,,,,,,1,,5,,,37
12827276,08/27/2020 12:14:00 PM,08/28/2020 05:53:00 PM,08/28/2020 05:53:00 PM,Closed,"Accepted - DPH Environmental Health, Healthy Housing will investigate complaint. 415-252-3805",DPH - Environmental Health - G,General Request - DPH,customer_callback,environmental_health - customer_callback,"214 DORLAND ST, SAN FRANCISCO, CA, 94114",DORLAND ST,8,Mission Dolores,MISSION,37.762153625488,-122.429107666016,"(37.76215363, -122.42910767)",Phone,,37,3,5,5,5,8,7,28862,4,3,3,,37,,5,,,,1,,,1,,5,,,37
12827277,08/27/2020 12:14:00 PM,,08/28/2020 07:50:15 AM,Open,open,DPW BSM Queue,Sidewalk or Curb,Public_Stairway_Defect,Public_Stairway_Defect,"252 HARRIET ST, SAN FRANCISCO, CA, 94103",HARRIET ST,6,South of Market,SOUTHERN,37.7763931,-122.4041282,"(37.7763931, -122.4041282)",Mobile/Open311,http://mobile311.sfgov.org/reports/12827277/photos,32,1,10,34,9,14,2,28853,2,34,34,,32,,10,,,,,,,2,,,,,32
13005009,10/09/2020 06:15:00 PM,10/12/2020 02:10:19 PM,10/12/2020 02:10:19 PM,Closed,Case Resolved - Pickup completed.                                 Other;,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"190 COLLINS ST, SAN FRANCISCO, CA, 94118",COLLINS ST,2,Laurel Heights / Jordan Park,RICHMOND,37.782450676931,-122.450179802368,"(37.78245068, -122.4501798)",Mobile/Open311,http://mobile311.sfgov.org/reports/13005009/photos,11,8,6,31,1,15,9,54,6,31,31,,11,,6,,,,,,,1,,,,,11
12827286,08/27/2020 12:15:00 PM,08/28/2020 12:30:11 AM,08/28/2020 12:30:11 AM,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,other_reallocate,Noise Report - other_reallocate,"168 BERRY ST, SAN FRANCISCO, CA, 94107",BERRY ST,6,Mission Bay,SOUTHERN,37.77636088,-122.39265405,"(37.77636088, -122.39265405)",Mobile/Open311,,34,1,10,4,9,6,2,28856,2,20,20,,34,,10,,,,,,,1,,,,,34
12196023,03/10/2020 06:35:00 AM,04/11/2020 08:23:26 AM,04/11/2020 08:23:26 AM,Closed,Agencies responded to request and no encampment in area. Area verified clean.,Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"935 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,6,South of Market,SOUTHERN,37.77409353638,-122.415298369934,"(37.77409354, -122.41529837)",Mobile/Open311,http://mobile311.sfgov.org/reports/12196023/photos,32,1,10,34,9,8,2,28853,2,34,34,,32,1,10,,,1,,,1,2,1,1,,,32
12827288,08/27/2020 12:15:00 PM,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,Closed,Case Resolved - 8.28.20: condition no longer exist (MN) -,DPW BSM Queue,General Request - BUILDING INSPECTION,complaint,building_inspection - complaint,"1355 FRANKLIN ST, SAN FRANCISCO, CA, 94109",FRANKLIN ST,2,Cathedral Hill,NORTHERN,37.787059783936,-122.423484802246,"(37.78705978, -122.4234848)",Phone,,100,4,6,39,1,13,6,28858,9,41,41,,100,,6,,,,,,,1,,,,,100
12827292,08/27/2020 12:17:00 PM,08/28/2020 09:01:00 AM,08/28/2020 09:01:00 AM,Closed,Accepted,Animal Care and Control - G,General Request - ANIMAL CARE CONTROL,request_for_service,animal_care_control - request_for_service,Intersection of MARINA BLVD and FILLMORE ST,MARINA BLVD,2,Marina,NORTHERN,37.806400299072,-122.437461853027,"(37.8064003, -122.43746185)",Phone,,17,4,6,13,1,13,6,57,9,17,17,,17,,6,,,,,,,1,,,,,17
12640125,07/12/2020 12:01:00 PM,07/15/2020 12:34:00 PM,07/15/2020 12:34:00 PM,Closed,Case is Invalid - OEWD does not manage the Community Benefits Districts. caller should contact the Tenderloin CBD directly.,Economic and Workforce Development - G,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,complaint,economics_and_workforce_development - complaint,Intersection of SHANNON ST and OFARRELL ST,SHANNON ST,6,Tenderloin,TENDERLOIN,37.785892486572,-122.412147521973,"(37.78589249, -122.41214752)",Phone,,20,5,10,36,9,14,10,28852,10,36,36,,20,,10,,,,,6,1,2,1,,,,20
12639997,07/12/2020 11:22:00 AM,07/15/2020 04:03:03 PM,07/15/2020 04:03:03 PM,Closed,"Case Resolved - 05/11/2020: Thank you for your report. During the Shelter-in-Place, Graffiti Inspection Requests on Private Property are not considered an essential function. As a result, we will defer this inspection until the Shelter-in-Place has been lifted. Thank you for your understanding and your partnership in keeping San Francisco clean and beautiful. Please take care during this public health emergency. MY",DPW Ops Queue,Graffiti,Graffiti on Sidewalk_in_front_of_property,Sidewalk_in_front_of_property - Not_Offensive,"1253 3RD AVE, SAN FRANCISCO, CA, 94122",3RD AVE,5,Inner Sunset,PARK,37.765081822907,-122.4599484076,"(37.76508182, -122.45994841)",Mobile/Open311,http://mobile311.sfgov.org/reports/12639997/photos,109,7,11,14,11,15,8,56,5,12,12,,109,,11,,,,,,,1,,,,,109
11843839,12/20/2019 03:58:00 PM,12/23/2019 10:42:23 AM,12/23/2019 10:42:23 AM,Closed,Case Resolved - any pruning has already occurred as part of scheduled maintenance,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"418 UNION ST, SAN FRANCISCO, CA, 94133",UNION ST,3,Telegraph Hill,CENTRAL,37.800922393799,-122.406455993652,"(37.80092239, -122.40645599)",Phone,,18,6,3,23,10,3,1,308,1,23,23,21,18,,3,23,,,23,,,2,,,,,18
12639994,07/12/2020 11:21:00 AM,07/15/2020 12:15:00 PM,07/15/2020 12:15:00 PM,Closed,Case Resolved - Nothing found at this location.,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"50 BRYANT ST, SAN FRANCISCO, CA, 94105",BRYANT ST,6,Rincon Hill,SOUTHERN,37.786817868937,-122.389032777664,"(37.78681787, -122.38903278)",Mobile/Open311,http://mobile311.sfgov.org/reports/12639994/photos,30,1,10,8,9,6,2,28855,2,6,6,,30,,10,,,,,,,1,,,,,30
12639972,07/12/2020 11:15:00 AM,07/15/2020 08:29:00 AM,07/15/2020 08:29:00 AM,Closed,Case Resolved,DPW - Bureau of Street Environmental Services - G,General Request - PUBLIC WORKS,request_for_service,bses - request_for_service,"1797 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,6,South of Market,SOUTHERN,37.771839282392,-122.423364325431,"(37.77183928, -122.42336433)",Mobile/Open311,http://mobile311.sfgov.org/reports/12639972/photos,32,1,5,20,5,8,2,28853,2,19,19,,32,,5,,,,,,,2,,,,,32
12639949,07/12/2020 11:10:00 AM,07/15/2020 09:42:14 AM,07/15/2020 09:42:14 AM,Closed,Case Resolved,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_on_Traffic_Light,Posted on Traffic Light,"380 OCTAVIA ST, SAN FRANCISCO, CA, 94102",OCTAVIA ST,5,Hayes Valley,NORTHERN,37.775707459794,-122.424105138835,"(37.77570746, -122.42410514)",Mobile/Open311,http://mobile311.sfgov.org/reports/12639949/photos,22,4,11,9,11,7,6,28852,9,10,10,,22,,11,,,,,,,1,,,,,22
12827361,08/27/2020 12:27:00 PM,08/28/2020 08:43:00 AM,08/28/2020 08:43:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"689 PORTOLA DR, SAN FRANCISCO, CA, 94127",PORTOLA DR,7,Miraloma Park,INGLESIDE,37.744514465332,-122.452796936035,"(37.74451447, -122.45279694)",Phone,,72,9,8,41,4,9,4,59,7,40,40,,72,,8,,,,,,,1,,,,,72
12827364,08/27/2020 12:27:00 PM,08/28/2020 11:02:16 AM,08/28/2020 11:02:16 AM,Closed,Case Resolved - During this covid19 pandemic our protocols have changed. Public Works essential services only. www.sfpublicworks.org/covid19,DPW - Bureau of Street Environmental Services - G,General Request - PUBLIC WORKS,customer_callback,bses - customer_callback,"808 PLYMOUTH AVE, SAN FRANCISCO, CA, 94112",PLYMOUTH AVE,11,Oceanview,TARAVAL,37.717861175537,-122.455955505371,"(37.71786118, -122.45595551)",Phone,,81,10,1,24,6,9,5,28861,8,24,24,,81,,1,,,,,,,2,,,,,81
12827372,08/27/2020 12:29:00 PM,08/28/2020 09:55:00 AM,08/28/2020 09:55:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"3424 SACRAMENTO ST, SAN FRANCISCO, CA, 94118",SACRAMENTO ST,2,Presidio Heights,RICHMOND,37.78795333,-122.44906667,"(37.78795333, -122.44906667)",Mobile/Open311,http://mobile311.sfgov.org/reports/12827372/photos,10,8,6,31,1,13,9,54,6,31,31,,10,,6,,,,,,,1,,,,,10
12827385,08/27/2020 12:30:00 PM,08/28/2020 06:38:25 AM,08/28/2020 06:38:25 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of POLK ST and WILLOW ST,POLK ST,6,Tenderloin,NORTHERN,37.783569335938,-122.419273376465,"(37.78356934, -122.41927338)",Integrated Agency,,20,4,10,36,9,7,6,28858,9,36,36,,20,,10,,,,,,1,2,1,,,,20
12827403,08/27/2020 12:32:12 PM,08/28/2020 12:27:00 PM,08/28/2020 12:27:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of CUVIER ST and MIRANDO WAY,CUVIER ST,8,St. Mary's Park,INGLESIDE,37.7324261,-122.4284306,"(37.7324261, -122.4284306)",Mobile/Open311,http://mobile311.sfgov.org/reports/12827403/photos,93,9,5,28,5,9,4,28861,7,25,25,,93,,5,,,,,,,1,,,,,93
13005019,10/09/2020 06:18:00 PM,10/12/2020 01:29:18 PM,10/12/2020 01:29:18 PM,Closed,Case Resolved - Pickup completed.                                 Other;,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of CENTRAL AVE and FULTON ST,CENTRAL AVE,5,Western Addition,PARK,37.77600048,-122.44480021,"(37.77600048, -122.44480021)",Mobile/Open311,http://mobile311.sfgov.org/reports/13005019/photos,24,7,11,18,11,15,8,29492,5,16,16,,24,,11,,,,,,,1,,,,,24
12827445,08/27/2020 12:38:42 PM,08/28/2020 10:00:00 AM,08/28/2020 10:00:00 AM,Closed,Case Transferred - Area was cleaned around the encampment; referred to the Police Dept,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,"213 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,8,Duboce Triangle,PARK,37.765637142772,-122.432934132385,"(37.76563714, -122.43293413)",Web,,28,7,5,5,5,15,8,28862,5,3,3,,28,,5,,,,,,,1,,5,,,28
5351752,12/07/2015 09:46:28 AM,12/07/2015 01:21:01 PM,12/07/2015 01:21:01 PM,Closed,Not Accepted - NOT ENOUGH SPACE FOR REQUESTED FOOTAGE,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,45 ft zone requested from 12/15/2015 to 12/16/2015,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12827356,08/27/2020 12:27:00 PM,08/29/2020 07:14:00 AM,08/29/2020 07:14:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"545 MINNA ST, SAN FRANCISCO, CA, 94103 (Virtual)",MINNA ST,6,South of Market,SOUTHERN,37.77958884,-122.40916908,"(37.77958884, -122.40916908)",Mobile/Open311,,32,1,10,34,9,14,2,28853,2,34,34,24,32,1,10,6,,1,6,,1,2,1,1,,,32
12827345,08/27/2020 12:25:00 PM,09/10/2020 04:09:00 PM,09/10/2020 04:09:00 PM,Closed,Case Resolved - Feedback recorded,Muni Feedback Received Queue,Muni Service Feedback,Muni - Complaint_Signs_Maps,Signs_Maps,Intersection of VAN NESS AVE and OFARRELL ST,VAN NESS AVE,6,Cathedral Hill,NORTHERN,37.784753403207,-122.421193138923,"(37.7847534, -122.42119314)",Phone,,20,4,11,36,11,13,6,28858,9,36,36,,20,,11,,,,,,,2,,,,,20
8444743,12/30/2017 11:23:45 AM,12/31/2017 10:00:00 AM,12/31/2017 10:00:00 AM,Closed,Accepted - entered in 311 database; will contact customer,PUC Water Quality Queue,General Request - PUC,request_for_service,water_quality - request_for_service,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11870647,12/28/2019 02:23:00 PM,12/28/2019 02:29:13 PM,12/28/2019 02:29:13 PM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"640 OFARRELL ST, SAN FRANCISCO, CA, 94109",OFARRELL ST,6,Tenderloin,TENDERLOIN,37.785526275635,-122.415390014648,"(37.78552628, -122.41539001)",Phone,,20,5,10,36,9,13,10,28858,10,36,36,,20,,10,,,,,,1,2,1,,,,20
10566020,03/05/2019 02:23:00 PM,06/03/2020 08:31:02 PM,06/03/2020 08:31:02 PM,Closed,Administrative Closure - Administrative closure by Public Works,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"521 VALENCIA ST, SAN FRANCISCO, CA, 94110",VALENCIA ST,9,Mission,MISSION,37.764499664307,-122.421661376953,"(37.76449966, -122.42166138)",Phone,,53,3,2,20,7,8,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
12640434,07/12/2020 01:29:00 PM,08/17/2020 01:30:17 PM,08/17/2020 01:30:17 PM,Closed,Administrative Closure - Per process - cases are closed 30 days after assignment.,AT and T - Graffiti Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of 5TH AVE and FULTON ST,5TH AVE,1,Inner Richmond,RICHMOND,37.7737373,-122.4627045,"(37.7737373, -122.4627045)",Web,,9,8,4,12,2,11,9,29492,6,8,8,6,9,,4,7,,,7,,,1,,,,,9
12827452,08/27/2020 12:39:34 PM,08/28/2020 02:08:40 PM,08/28/2020 02:08:40 PM,Closed,"Case Resolved - Maximo Work Order 6526808 has been completed. Memo: checked light & it's not on all the time. 
Add'l Notes:
checked the light & it is not on all the time",PUC Streetlights Queue,Streetlights,Streetlight - Light_On_all_the_time,Light_On_all_the_time on Metal Pole,Intersection of GENE FRIEND WAY and OWENS ST,GENE FRIEND WAY,6,Mission Bay,SOUTHERN,37.768459320068,-122.394882202148,"(37.76845932, -122.3948822)",Mobile/Open311,,34,1,10,4,9,14,3,310,3,20,20,,34,,10,,,,,,,1,,,,,34
13005046,10/09/2020 06:26:00 PM,10/12/2020 06:30:04 AM,10/12/2020 06:30:04 AM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,"324 UNION ST, SAN FRANCISCO, CA, 94133",UNION ST,3,Telegraph Hill,CENTRAL,37.801116943359,-122.404907226563,"(37.80111694, -122.40490723)",Phone,,18,6,3,23,10,3,1,308,1,23,23,21,18,,3,23,,,,,,1,,,,,18
12827472,08/27/2020 12:42:00 PM,08/28/2020 08:50:00 AM,08/28/2020 08:50:00 AM,Closed,Case Resolved,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,Intersection of LANDERS ST and 14TH ST,LANDERS ST,8,Mission Dolores,MISSION,37.767842187649,-122.427812636085,"(37.76784219, -122.42781264)",Mobile/Open311,http://mobile311.sfgov.org/reports/12827472/photos,37,3,5,5,5,8,7,28862,4,3,3,,37,,5,,,,,9,,1,,5,,,37
